船 长 	captain
他 没 把 你 轰 烂 ， 算 你 走 运 	you 're fortunate he does n't blast you into a million pieces right here . no
没 事 了 ， 但 最 好 快 走 	it 's all right , but i think we 'd better go
他 又 怎 么 啦 ？	what 's wrong with him now ?
好 几 个 生 物 ， 从 东 南 方 接 近 	there are several creatures approaching from the southeast
沙 漠 族 ...	sandpeople
或 更 凶 的 东 西 	or worse
来 ， 我 们 看 看 	come on . let 's go have a look
快 点 ！	come on
有 两 头 班 达 兽 ， 可 是 没 有 ...	well , there are two banthas down there , but i do n't see any --
等 一 下 ...	wait a second
是 沙 漠 族 没 错 ， 看 到 一 个 了 	they 're sandpeople , all right . i can see one of them now
你 好 	hello there
来 ， 小 朋 友 ， 别 怕 	come here , my little friend . do n't be afraid
别 担 心 ， 他 没 事 	do n't worry . he 'll be all right
慢 慢 来 ， 你 今 天 可 真 忙 	rest easy , son . you 've had a busy day
还 好 毫 发 无 伤 	you 're fortunate to be all in one piece
班 ？	ben ?
班 肯 诺 比 ？	ben kenobi ?
看 到 你 真 高 兴 	boy , am i glad to see you
这 块 荒 原 危 机 四 伏 	the jundland wastes are not to be traveled lightly
卢 克 ， 你 跑 这 儿 来 干 嘛 ？	tell me , young luke , what brings you out this far ?
这 个 小 机 器 人 ...	this little droid
好 像 在 找 老 主 人 没 见 过 这 么 死 忠 的 机 器 人 	i think he 's searching for his former master ... but i 've never seen such devotion in a droid before
它 说 主 人 叫 欧 比 王 肯 诺 比 	he claims to be the property of an obi-wan kenobi
会 不 会 是 你 的 亲 戚 ？	is he a relative of yours ? do you know who he 's talking about ?
欧 比 王 肯 诺 比 ...	obi-wan kenobi ?
欧 比 王 ...	obi-wan
这 名 字 好 久 没 听 人 提 起 了 	now , that 's a name i 've not heard in a long time
好 久 了 	a long time
我 叔 叔 好 像 认 识 他 	i think my uncle knows him
他 说 他 死 了 	he said he was dead
不 ， 他 没 死 	he 's not dead
还 没 死 	not yet
你 认 识 他 ？	you know him ?
当 然 认 识 ， 他 就 是 我 	of course i know him . he 's me
在 你 出 生 之 前 ... 我 就 不 用 这 名 字 了 	i have n't gone by the name of obi-wan ... since , oh , before you were born
它 果 然 是 你 的 	then the droid does belong to you
我 不 记 得 用 过 机 器 人 	i do n't seem to remember ever owning a droid
有 意 思 	very interesting
我 们 最 好 到 室 内 	i think we better get indoors
沙 漠 族 很 胆 小 但 他 们 会 很 快 回 来 而 且 为 数 众 多 	the sandpeople are easily startled ... but they 'll soon be back -- and in greater numbers
3PO ...	3po
这 是 哪 里 ？	where am i ?
我 一 定 是 摔 跤 了 	i must have taken a bad step
能 不 能 站 ？	can you stand ?
我 们 得 赶 快 走 	we 've gotta get out of here before the sandpeople return
我 走 不 动 了 	i do n't think i can make it
你 走 吧 ， 卢 克 主 人 	you go on , master luke
为 我 冒 险 划 不 来 ， 我 命 休 矣 	there 's no sense in you risking yourself on my account . i 'm done for
怎 么 会 ？	no , you 're not
别 胡 说 	what kind of talk is that ?
快 ， 他 们 来 了 	quickly . they 're on the move
我 父 亲 没 参 战 	my father did n't fight in the wars
他 是 货 船 的 领 航 员 	he was a navigator on a spice freighter
你 叔 叔 骗 你 	that 's what your uncle told you
他 跟 你 父 亲 不 一 样 	he did n't hold with your father 's ideals
认 为 他 应 该 置 身 事 外 	thought he should have stayed here and not gotten involved
你 参 加 过 克 隆 人 大 战 ？	you fought in the clone wars ?
对 	yes
我 以 前 是 " 绝 地 武 士 " 你 父 亲 也 是 	i was once a jedi knight , the same as your father
我 都 没 见 过 他 	i wish i 'd known him
他 是 本 银 河 最 好 的 飞 行 员 足 智 多 谋 	he was the best starpilot in the galaxy ... and a cunning warrior
听 说 你 也 擅 长 飞 行 	i understand you 've become quite a good pilot yourself
他 也 是 我 的 好 友 	and he was a good friend
我 想 到 了 ...	which reminds me ...
有 个 东 西 要 给 你 	i have something here for you
你 父 亲 要 我 交 给 你 但 你 叔 叔 不 同 意 	your father wanted you to have this when you were old enough ... but your uncle would n't allow it
他 怕 你 跟 我 为 了 理 想 去 冲 杀 跟 你 父 亲 一 样 	he feared you might follow old obi-wan ... on some damn fool idealistic crusade , like your father did
没 事 的 话 ， 我 就 休 息 一 下 	sir , if you 'll not be needing me , i 'll close down for a while
好 	sure . go ahead
这 是 什 么 ？	what is it ?
你 父 亲 的 光 剑 	your father 's lightsaber
绝 地 武 士 的 利 器 	this is the weapon of a jedi knight
比 镭 射 枪 灵 活 可 靠 	not as clumsy or random as a blaster
它 很 优 雅 属 于 一 个 ... 更 文 明 的 时 代 	an elegant weapon ... for a more civilized age
在 老 共 和 时 代 和 平 正 义 就 靠 绝 地 武 士 维 持 直 到 帝 国 成 立 ， 黑 暗 时 期 降 临 	for over a thousand generations , the jedi knights ... were the guardians of peace and justice in the old republic ... before the dark times ... before the empire
我 父 亲 怎 么 死 的 ？	how did my father die ?
有 个 年 轻 的 黑 武 士 ， 叫 达 斯 维 德 原 是 我 的 门 徒 ， 但 步 入 歧 途 帮 着 帝 国 追 杀 绝 地 武 士 	a young jedi named darth vader ... who was a pupil of mine until he turned to evil ... helped the empire hunt down and destroy the jedi knights
他 害 死 了 你 的 父 亲 	he betrayed and murdered your father
绝 地 武 士 已 近 绝 迹 	now the jedi are all but extinct
维 德 被 " 原 力 " 的 黑 暗 面 所 吸 引 	vader was seduced by the dark side of the force
" 原 力 " ？	the force ?
它 是 武 士 力 量 的 根 源 	the force is what gives a jedi his power
是 所 有 生 物 形 成 的 力 场 	it 's an energy field created by all living things
它 在 环 境 中 ， 在 我 们 身 上 	it surrounds us and penetrates us
它 维 系 银 河 于 不 坠 	it binds the galaxy together
我 来 研 究 你 的 底 细 打 哪 儿 来 的 	let 's see if we ca n't figure out what you are , my little friend ... and where you come from
我 看 过 一 段 影 像 ...	i saw part of a message --
我 好 像 找 到 了 	i seem to have found it
肯 诺 比 将 军 ， 多 年 以 前 你 在 克 隆 人 大 战 中 为 父 王 效 命 	general kenobi , years ago you served my father in the clone wars
此 刻 ， 他 求 你 协 助 他 对 抗 帝 国 	now he begs you to help him in his struggle against the empire
可 惜 我 无 法 亲 自 向 你 转 达 	i regret that i am unable to present my father 's request in person
我 座 舰 遭 到 攻 击 无 法 接 你 前 往 奥 德 兰 星 	but my ship has fallen under attack ... and i 'm afraid my mission to bring you to alderaan has failed
反 抗 军 急 需 的 资 料 ... 已 加 载 这 个 R2 的 记 忆 	i have placed information vital to the survival of the rebellion ... into the memory systems of this r2 unit
父 王 知 道 如 何 取 出 	my father will know how to retrieve it
请 务 必 将 它 交 给 父 王 	you must see this droid safely delivered to him on alderaan
这 是 最 危 急 的 时 刻 	this is our most desperate hour
帮 助 我 ， 欧 比 王 肯 诺 比 	help me , obi-wan kenobi
我 只 能 靠 你 了 	you 're my only hope
你 要 去 奥 德 兰 星 得 学 习 运 用 " 原 力 "	you must learn the ways of the force if you 're to come with me to alderaan
奥 德 兰 星 ？	alderaan ?
我 不 去 ， 我 得 回 家 	i 'm not going to alderaan . i 've gotta get home
已 经 要 挨 骂 了 	it 's late . i 'm in for it as it is
我 需 要 你 帮 忙 ， 她 需 要 你 帮 忙 	i need your help , luke . she needs your help
我 年 纪 大 了 	i 'm getting too old for this sort of thing
我 帮 不 了 忙 ， 我 得 工 作 	i ca n't get involved . i 've got work to do
我 也 痛 恨 帝 国 	it 's not that i like the empire . i hate it
但 我 现 在 没 办 法 	but there 's nothing i can do about it right now
离 现 实 太 远 了 	it 's all such a long way from here
这 是 你 叔 叔 的 话 	that 's your uncle talking
天 啊 ， 我 的 叔 叔 	oh , boy . my uncle
我 怎 么 跟 他 解 释 ？	how am i ever gonna explain this ?
学 习 运 用 原 力 	learn about the force , luke
我 带 你 到 镇 上 	i can take you as far as anchorhead
从 那 可 转 到 摩 斯 艾 斯 里 港 或 任 何 你 想 去 的 地 方 	you can get a transport there to mos eisley or wherever you 're going
就 随 你 的 意 思 好 了 	you must do what you feel is right , of course
本 战 斗 基 地 就 绪 之 前 我 们 仍 有 危 险 	until this battle station is fully operational , we are vulnerable
叛 党 装 备 精 良 	the rebel alliance is too well equipped
比 你 们 想 象 的 厉 害 	they 're more dangerous than you realize
对 你 的 舰 队 来 说 是 危 险 的 ， 指 挥 官 这 个 战 斗 基 地 可 不 怕 	dangerous to your starfleet , commander ... not to this battle station
叛 军 会 继 续 从 帝 国 议 会 那 里 ... 获 取 支 持 ...	the rebellion will continue to gain support in the imperial senate --
这 个 我 们 不 必 顾 虑 	the imperial senate will no longer be of any concern to us
我 刚 刚 收 到 的 消 息 陛 下 已 经 永 久 的 解 散 了 议 会 	i 've just received word that the emperor has dissolved the council permanently
共 和 国 的 余 孽 已 经 扫 除 	the last remnants of the old republic have been swept away
怎 么 可 能 ？	that 's impossible
没 有 官 僚 体 系 ， 如 何 治 国 ？	how will the emperor maintain control without the bureaucracy ?
各 省 由 省 长 直 接 统 治 	the regional governors now have direct control over their territories
恐 惧 将 使 地 方 星 系 秩 序 井 然 --	fear will keep the local systems in line
对 本 基 地 的 恐 惧 	fear of this battle station
那 叛 党 呢 ？	and what of the rebellion ?
本 基 地 设 计 图 若 在 他 们 手 中 他 们 可 能 发 现 弱 点 来 打 击 我 们 	if the rebels have obtained a complete technical readout of this station ... it is possible , however unlikely ... that they might find a weakness and exploit it
你 说 的 设 计 图 即 将 被 追 回 	the plans you refer to will soon be back in our hands
攻 击 我 们 是 自 找 死 路 有 什 么 设 计 图 都 一 样 	any attack by the rebels against this station would be a useless gesture ... no matter what technical data they 've obtained
本 基 地 是 宇 宙 最 强 的 武 力 	this station is now the ultimate power in the universe
应 该 好 好 利 用 	i suggest we use it
这 只 是 可 怕 的 科 技 产 品 	do n't be too proud of this technological terror you 've constructed
它 能 毁 灭 行 星 ... 跟 原 力 比 较 ， 却 微 不 足 道 	the ability to destroy a planet is insignificant ... next to the power of the force
维 德 勋 爵 ， 别 拿 巫 术 吓 人 	do n't try to frighten us with your sorcerer 's ways , lord vader
那 套 老 把 戏 没 帮 你 找 回 设 计 图 也 没 能 找 出 叛 党 的 基 地 	your sad devotion to that ancient religion ... has not helped you conjure up the stolen data tapes ... or given you clairvoyance enough to find the rebels ' hidden fortress --
怎 么 这 么 没 信 心 ？	i find your lack of faith disturbing
够 了 ， 维 德 ， 放 开 他 	enough of this . vader , release him
遵 命 	as you wish
争 吵 毫 无 意 义 	this bickering is pointless
一 等 本 基 地 就 绪 ... 维 德 将 找 出 叛 党 基 地 所 在 	lord vader will provide us with the location of the rebel fortress ... by the time this station is operational
我 们 便 一 举 加 以 歼 灭 	we will then crush the rebellion with one swift stroke
像 是 沙 漠 族 干 的 	it looks like the sandpeople did this
看 这 武 器 、 班 达 兽 的 脚 印 	there 's gaffi sticks , bantha tracks
没 想 到 他 们 如 此 大 胆 	i 've just never heard of them hitting anything this big before
不 是 他 们 有 人 故 布 疑 阵 ， 脚 印 是 并 排 的 	they did n't , but we are meant to think they did
沙 漠 族 行 进 都 成 一 路 	sandpeople always ride single file to hide their numbers
跟 我 们 做 买 卖 的 爪 哇 人 ...	these are the same jawas that sold us r2 and 3po
弹 痕 很 精 准 ， 不 会 是 沙 漠 族 	and these blast points , too accurate for sandpeople
一 定 是 帝 国 的 风 暴 突 击 部 队 	only imperial stormtroopers are so precise
他 们 为 何 要 杀 爪 哇 人 ？	but why would imperial troops want to slaughter jawas ?
若 追 踪 机 器 人 ， 就 会 知 道 买 主 那 就 会 去 ... 我 家 	if they traced the robots here , they may have learned who they sold them to ... and that would lead them back ... home
卢 克 ， 等 一 下 ！	wait , luke
太 危 险 了 	it 's too dangerous
欧 文 叔 叔 ！	uncle owen
蓓 鲁 婶 婶 ！	aunt beru
欧 文 叔 叔 ！	uncle owen
殿 下 我 们 来 谈 谈 叛 党 秘 密 基 地 的 事 ...	now , your highness , we will discuss the location of your hidden rebel base
即 使 你 在 场 ， 也 无 计 可 施 	there 's nothing you could have done , had you been there
你 也 会 送 命 机 器 人 也 会 被 他 们 带 走 	you 'd have been killed too ... and the droids would now be in the hands of the empire
我 跟 你 去 奥 德 兰 星 	i want to come with you to alderaan
我 已 一 无 所 有 	there 's nothing for me here now
我 要 了 解 原 力 当 绝 地 武 士 ， 跟 我 父 亲 一 样 	i want to learn the ways of the force and become a jedi like my father
摩 斯 艾 斯 里 太 空 港 	mos eisley spaceport
这 里 龙 蛇 杂 处 、 混 乱 至 极 	you will never find a more wretched hive of scum and villainy
